"Id;""Name"";""Description"";""ServerName"";""TopicName"";""Address"";""Coef"";""Offset"";""LogEnabled"";""AlEnabled"";""Type"";""AlBool"";""MemTag"";""MbsTcpEnabled"";""MbsTcpFloat"";""SnmpEnabled"";""RTLogEnabled"";""AlAutoAck"";""ForceRO"";""SnmpOID"";""AutoType"";""AlHint"";""AlHigh"";""AlLow"";""AlTimeDB"";""AlLevelDB"";""IVGroupA"";""IVGroupB"";""IVGroupC"";""IVGroupD"";""PageId"";""RTLogWindow"";""RTLogTimer"";""LogDB"";""LogTimer"";""AlLoLo"";""AlHiHi"";""MbsTcpRegister"";""MbsTcpCoef"";""MbsTcpOffset"";""EEN"";""ETO"";""ECC"";""ESU"";""EAT"";""ESH"";""SEN"";""STO"";""SSU"";""TEN"";""TSU"";""FEN"";""FFN"";""FCO"";""AlStat"";""ChangeTime"";""TagValue"";""TagQuality"";""AlType""",,,,
"680;""BMS1_Rack_8_Mode"";""BMS Rack 8 Mode"";""MODBUS"";""A"";""43402"";1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 15:26:26""",,,,
"681;""BMS1_Rack_9_Mode"";""BMS Rack 9 Mode"";""MODBUS"";""A"";""43452"";1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 15:26:26""",,,,
"682;""PLC_Comms_Acu_Supply"";""PLC & Supply Acuvim Communication (Fault Flag)"";""MODBUS"";""A"";""41022#4"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;""sheeran.chen@powerstar.com","shuranchen.career@gmail.com"";"""";""Supply_Acu_Fault - wavehub"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,
"683;""PLC_Comms_Acu_Load"";""PLC & Load Acuvim Communication (Fault Flag)"";""MODBUS"";""A"";""41022#5"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;""sheeran.chen@powerstar.com","shuranchen.career@gmail.com"";"""";""Load Acu Comms Fault - Wavehub"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,
"684;""BMS_Rack_1_Fault_18"";""Module Temperature Imbalance Fault"";""MODBUS"";""A"";""43058#6"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"685;""BMS_Rack_1_Fault_19"";""Module Temperature Imbalance Fault"";""MODBUS"";""A"";""43058#7"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"686;""BMS_Rack_1_Fault_4"";""Rack to Module Comms"";""MODBUS"";""A"";""43056#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"687;""BMS_Rack_1_Fault_5"";""Rack to System Comms"";""MODBUS"";""A"";""43056#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"688;""BMS_Rack_1_Fault_6"";""SW Sensor 3 Fail"";""MODBUS"";""A"";""43056#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"689;""BMS_Rack_1_Fault_7"";""SW 3 Fail"";""MODBUS"";""A"";""43056#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"690;""BMS_Rack_1_Fault_8"";""Module PCB Under Temperature"";""MODBUS"";""A"";""43056#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"691;""BMS_Rack_1_Fault_9"";""Charge Current Limit"";""MODBUS"";""A"";""43056#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"692;""PLC_Inhibit_dummy"";""1 for inhibit outputs"";""MODBUS"";""A"";""40480"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"693;""BMS_Rack_9_Current"";""BMS Rack 9 Current"";""MODBUS"";""A"";""43451I"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"694;""BMS_Rack_9_Max_Cell_A_V"";""Max Cell V A"";""MODBUS"";""A"";""43463"";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;2;600;10;-1;30;"""";"""";1;0.01;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:56""",,,,
"695;""BMS_Rack_9_Max_Cell_B_V"";""Max Cell V B"";""MODBUS"";""A"";""43466"";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;2;600;10;-1;30;"""";"""";1;0.01;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:56""",,,,
"696;""BMS_Rack_9_Module_Num_of_Max_Cell_V_A"";""Module Number of Max Cell Voltage A"";""MODBUS"";""A"";""43464"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"697;""BMS_Rack_9_Cell_Num_of_Max_Cell_V_A"";""Cell Number of Max Cell Voltage A"";""MODBUS"";""A"";""43465"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"698;""BMS_Rack_9_Module_Num_of_Max_Cell_V_B"";""Module Number of Max Cell Voltage B"";""MODBUS"";""A"";""43467"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"699;""BMS_Rack_9_Cell_Num_of_Max_Cell_V_B"";""Cell Number of Max Cell Voltage B"";""MODBUS"";""A"";""43468"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"700;""BMS_Rack_9_Average_Cell_V"";""Average Cell Voltage"";""MODBUS"";""A"";""43469"";0.001;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"701;""BMS_Rack_9_Min_Cell_A_V"";""Min Cell A Voltage"";""MODBUS"";""A"";""43470"";0.001;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"702;""BMS_Rack_9_Module_Num_of_Min_Cell_V_A"";""Module Number of Min Cell Voltage A"";""MODBUS"";""A"";""43471"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"703;""BMS_Rack_9_Cell_Num_of_Min_Cell_V_A"";""Cell Number of Min Cell Voltage A"";""MODBUS"";""A"";""43472"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"704;""BMS_Rack_9_Min_Cell_B_V"";""Min Cell B Voltage"";""MODBUS"";""A"";""43473"";0.001;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"705;""BMS_Rack_9_Module_Num_of_Min_Cell_V_B"";""Module Number of Min Cell Voltage B"";""MODBUS"";""A"";""43474"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"706;""BMS_Rack_9_Cell_Num_of_Min_Cell_V_B"";""Cell Number of Min Cell Voltage B"";""MODBUS"";""A"";""43475"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"707;""BMS_Rack_9_Max_Cell_A_Temp"";""Max Cell A Temp"";""MODBUS"";""A"";""43476"";0.01;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"708;""BMS_Rack_9_Module_Num_of_Max_Cell_Temp_A"";""Module Number of Max Cell Temp A"";""MODBUS"";""A"";""43477"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"709;""BMS_Rack_9_Cell_Num_of_Max_Cell_Temp_A"";""Cell Number of Max Cell Temp A"";""MODBUS"";""A"";""43478"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"710;""BMS_Rack_9_Max_Cell_B_Temp"";""Max Cell B Temp"";""MODBUS"";""A"";""43479"";0.01;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"711;""BMS_Rack_9_Module_Num_of_Max_Cell_Temp_B"";""Module Number of Max Cell Temp B"";""MODBUS"";""A"";""43480"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"712;""BMS_Rack_9_Cell_Num_of_Max_Cell_Temp_B"";""Cell Number of Max Cell Temp B"";""MODBUS"";""A"";""43481"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"713;""BMS_Rack_9_Average_Cell_Temp"";""Average Cell Temp"";""MODBUS"";""A"";""43482"";0.01;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"714;""BMS_Rack_9_Min_Cell_A_Temp"";""Min Cell A Temp"";""MODBUS"";""A"";""43483"";0.01;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"715;""BMS_Rack_9_Module_Num_of_Min_Cell_Temp_A"";""Module Number of Min Cell Temp A"";""MODBUS"";""A"";""43484"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"716;""BMS_Rack_9_Cell_Num_of_Min_Cell_Temp_A"";""Cell Number of Min Cell Temp A"";""MODBUS"";""A"";""43485"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"717;""BMS_Rack_9_Module_Num_of_Min_Cell_Temp_B"";""Module Number of Min Cell Temp B"";""MODBUS"";""A"";""43487"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"718;""BMS_Rack_9_Cell_Num_of_Min_Cell_Temp_B"";""Cell Number of Min Cell Temp B"";""MODBUS"";""A"";""43488"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"719;""BMS_Rack_9_SoH"";""BMS Rack 9 SoH"";""MODBUS"";""A"";""43454"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"720;""PLC_IO_Fire_suppresion"";""Fire System Activated"";""MODBUS"";""A"";""44001"";1;0;1;1;0;0;0;0;0;0;0;0;1;1;"""";1;-1;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"721;""PLC_IO_G59_Status_Closed"";""G99 status closed flag"";""MODBUS"";""A"";""44007"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"722;""PLC_IO_EStop_Applied"";""Emergency stop is applied or system is power off."";""MODBUS"";""A"";""44008"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"723;""PLC_IO_B1_Isolater_1_Status"";"""";""MODBUS"";""A"";""44052"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"724;""PLC_IO_B2_Isolater_2_Status"";"""";""MODBUS"";""A"";""44053"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"725;""PLC_IO_B3_Isolater_3_Status"";"""";""MODBUS"";""A"";""44054"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"726;""PLC_IO_B4_Isolater_4_Status"";"""";""MODBUS"";""A"";""44055"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"727;""PLC_IO_B5_Isolater_5_Status"";"""";""MODBUS"";""A"";""44056"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"728;""PLC_IO_B6_Isolater_6_Status"";"""";""MODBUS"";""A"";""44057"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"729;""PLC_IO_B7_Isolater_7_Status"";"""";""MODBUS"";""A"";""44058"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"730;""PLC_IO_B8_Isolater_8_Status"";"""";""MODBUS"";""A"";""44059"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"731;""PLC_IO_B9_Isolater_9_Status"";"""";""MODBUS"";""A"";""44060"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"732;""PLC_IO_EStop_Interlock"";""G59 relay fault interlock"";""MODBUS"";""A"";""44021"";1;0;1;1;0;0;0;0;0;0;0;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";2;""03/08/2020 14:31:32""",,,,
"733;""PLC_IO_HVAC_Status"";""AC unit status"";""MODBUS"";""A"";""44004"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"734;""PCS_Fault"";""When is true"," PCS is faulty"";""MODBUS"";""A"";""41026#0"";1;0;0;1;1;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;24;""PCS_Fault"";""sheeran.chen@powerstar.com"," shuranchen.career@gmail.com"";"""";"""";1;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,
"735;""eWON_Comms"";"""";""EWON"";"""";""ST2"";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:22""",,,,
"736;""PLC_IO_G59_Relay_Fault_Trip"";""G99 relay fault trip"";""MODBUS"";""A"";""44014"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"737;""Agg_Panel_Switch"";""Agregator Comm Lost due to Power Recycle"";""MODBUS"";""A"";""41027"";1;0;0;1;0;0;0;0;0;0;0;0;1;1;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"738;""PLC_IO_HVAC_Fault"";""AC Unit fault"";""MODBUS"";""A"";""44005"";1;0;0;1;0;0;0;0;0;0;0;0;1;1;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"739;""PLC_Comms_Agg"";""PLC and Aggregator communication fault"";""MODBUS"";""A"";""41024#6"";1;0;0;1;1;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;""sheeran.chen@powerstar.com","shuranchen.career@gmail.com"";"""";""PLC agg Comms Fault - Wavehub"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,
"740;""BMS_System_SoC"";""BMS\'s state of Charge"";""MODBUS"";""A"";""43003"";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"741;""Stop_PCS"";""+410057I"";""MEM"";"""";""Stop_PCS"";1;0;1;0;0;1;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;2;600;10;-1;30;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:56""",,,,
"742;""PLC_IO_G59_Tripped"";""G59 Relay Tripped"";""MODBUS"";""A"";""44006"";1;0;0;1;0;0;0;0;0;0;0;0;1;1;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"743;""EXT_Setpoint_Aggregator"";"""";""MODBUS"";""A"";""41095i"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"744;""PLC_IO_Fire_System_Fault"";""Fire System Fault"";""MODBUS"";""A"";""44011"";1;0;0;1;0;0;0;0;0;0;0;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";2;""03/08/2020 14:31:32""",,,,
"745;""PLC_PCS_Fault_Status_1"";""PLC_PCS_Fault_Status_1"";""MODBUS"";""A"";""42023E"";1;0;0;1;1;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";2;""03/08/2020 14:31:32""",,,,
"746;""BMS_Rack_9_Fault_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43458#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_6 Additional_Protection Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
