Id;Name;Description;ServerName;TopicName;Address;Coef;Offset;LogEnabled;AlEnabled;AlBool;MemTag;MbsTcpEnabled;MbsTcpFloat;SnmpEnabled;RTLogEnabled;AlAutoAck;ForceRO;SnmpOID;AutoType;AlHint;AlHigh;AlLow;AlTimeDB;AlLevelDB;IVGroupA;IVGroupB;IVGroupC;IVGroupD;PageId;RTLogWindow;RTLogTimer;LogDB;LogTimer;AlLoLo;AlHiHi;MbsTcpRegister;MbsTcpCoef;MbsTcpOffset;EEN;ETO;ECC;ESU;EAT;ESH;SEN;STO;SSU;TEN;TSU;FEN;FFN;FCO;KPI;Type;AlStat;ChangeTime;TagValue;TagQuality;AlType
297;"PCS3_Fault_17";"Module B1 Over Temperature";"MODBUS";"B";"+310201#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Module B1 Over Temperature";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
298;"PCS3_Fault_18";"Module C1 Over Temperature";"MODBUS";"B";"+310201#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Module C1 Over Temperature";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
299;"PCS3_Fault_19";"Transformer Over-Temp";"MODBUS";"B";"+310201#2";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Transformer Over-Temp";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
300;"PCS3_Fault_20";"Reactor 1 Over-Temp";"MODBUS";"B";"+310201#3";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Reactor 1 Over-Temp";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
301;"PCS3_Fault_21";"Reactor 2 Over-Temp";"MODBUS";"B";"+310201#4";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Reactor 2 Over-Temp";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
302;"PCS3_Fault_22";"Module Fault";"MODBUS";"B";"+310201#5";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Module Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
303;"PCS3_Fault_23";"Fan Fault";"MODBUS";"B";"+310201#6";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Fan Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
304;"PCS3_Fault_24";"Sensor Failure";"MODBUS";"B";"+310201#7";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Sensor Failure";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
305;"PCS3_Fault_25";"AC Main Contactor Fault";"MODBUS";"B";"+310201#8";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"AC Main Contactor Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
306;"PCS3_Fault_26";"DC Main Contactor Fault";"MODBUS";"B";"+310201#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Main Contactor Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
307;"PCS3_Fault_27";"Phase A Current Sampling Channel";"MODBUS";"B";"+310201#10";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Phase A Current Sampling Channel";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
308;"PCS3_Fault_28";"Phase B Current Sampling Channel";"MODBUS";"B";"+310201#11";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Phase B Current Sampling Channel";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
309;"PCS3_Fault_29";"Phase C Current Sampling Channel";"MODBUS";"B";"+310201#12";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Phase C Current Sampling Channel";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
310;"PCS3_Fault_30";"AC Fuse Fault";"MODBUS";"B";"+310202#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"AC Fuse Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
311;"PCS3_Fault_31";"Power Output Fault";"MODBUS";"B";"+310202#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Power Output Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
312;"PCS3_Fault_32";"Power Supply Air-Switch Fault";"MODBUS";"B";"+310202#2";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Power Supply Air-Switch Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
313;"PCS3_Fault_33";"DC SPD Fault";"MODBUS";"B";"+310202#3";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC SPD Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
314;"PCS3_Fault_34";"DC Disconnector Fault";"MODBUS";"B";"+310202#4";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Disconnector Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
315;"PCS3_Fault_35";"AC Disconnector Fault";"MODBUS";"B";"+310202#5";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"AC Disconnector Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
316;"PCS3_Fault_36";"Ext. Power Supply Air-Switch";"MODBUS";"B";"+310202#6";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Ext. Power Supply Air-Switch";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
317;"PCS3_Fault_37";"Battery Fault";"MODBUS";"B";"+310202#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Battery Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
318;"PCS3_Fault_38";"DSP Comms Fault";"MODBUS";"B";"+310202#10";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DSP Comms Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"21/02/2020 15:24:38";0;65472;0
319;"PCS3_Fault_39";"Battery Comms";"MODBUS";"B";"+310202#11";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Battery Comms";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
320;"PCS3_Fault_40";"Module A2 Over-Temp";"MODBUS";"B";"+310202#15";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Module A2 Over-Temp";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
321;"PCS3_Fault_41";"Module B2 Over-Temp";"MODBUS";"B";"+310203#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Module B2 Over-Temp";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
322;"PCS3_Fault_42";"Module C2 Over-Temp";"MODBUS";"B";"+310203#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Module C2 Over-Temp";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
323;"PCS3_Fault_43";"AC SPD";"MODBUS";"B";"+310203#2";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"AC SPD";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
324;"PCS3_Fault_44";"DC Fuse Fault";"MODBUS";"B";"+310203#3";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Fuse Fault";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
325;"PCS3_Fault_45";"Detection Fuse";"MODBUS";"B";"+310203#4";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Detection Fuse";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
326;"Meter_Load_Vph1";"";"MODBUS";"C";"44402F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:12";234.88;65472;0
327;"Meter_Load_Vph2";"";"MODBUS";"C";"44404F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";234.463;65472;0
328;"Meter_Load_Vph3";"";"MODBUS";"C";"44406F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";234.942;65472;0
329;"Meter_Load_Iph1";"";"MODBUS";"C";"44408F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";711.806;65472;0
330;"Meter_Load_Iph2";"";"MODBUS";"C";"44410F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";731.565;65472;0
331;"Meter_Load_Iph3";"";"MODBUS";"C";"44412F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";737.258;65472;0
332;"Meter_Load_Active_Power";"";"MODBUS";"C";"44416F";0.001;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";511.135;65472;0
333;"Meter_Load_Freq";"";"MODBUS";"C";"44400F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:12";49.75;65472;0
334;"Meter_Supply_Vph1";"";"MODBUS";"C";"44202F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:31";234.88;65472;0
335;"Meter_Supply_Vph2";"";"MODBUS";"C";"44204F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:35";235.668;65472;0
336;"Meter_Supply_Vph3";"";"MODBUS";"C";"44206F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:35";235.173;65472;0
337;"Meter_Supply_Iph1";"";"MODBUS";"C";"44208F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";624.282;65472;0
338;"Meter_Supply_Iph2";"";"MODBUS";"C";"44210F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";736.18;65472;0
339;"Meter_Supply_Iph3";"";"MODBUS";"C";"44212F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";714.012;65472;0
340;"Meter_Supply_Neutral_I";"";"MODBUS";"C";"44214F";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:36";35.3243;65472;0
341;"Meter_Supply_Freq";"";"MODBUS";"C";"44200F";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"21/02/2020 16:33:12";49.75;65472;0
344;"BMS1_Fault2";"Module Over Temperature";"MODBUS";"C";"43016#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Rack Under Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;65472;0
345;"BMS_1_Rack_Fault_5";"Rack Over Voltage";"MODBUS";"A";"30011#8,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Rack Over Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
346;"BMS_1_Rack_Fault_6";"Comm Fault Rack-Sys";"MODBUS";"A";"30011#9,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Comm Fault Rack-Sys";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
347;"BMS_1_Rack_Fault_7";"Comm Fault Module-Rack";"MODBUS";"A";"30011#10,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Comm Fault Module-Rack";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
348;"BMS_1_Rack_Fault_8";"Over Current";"MODBUS";"A";"30011#11,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Over Current";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
349;"BMS_1_Rack_Fault_9";"Additional Protection";"MODBUS";"A";"30011#13,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Additional Protection";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
350;"BMS_1_Rack_Fault_10";"DC Contactor Fail";"MODBUS";"A";"30011#14,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Contactor Fail";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
351;"BMS_1_Rack_Fault_11";"DC Contactor Sensor Fail";"MODBUS";"A";"30011#15,1,10.0.33.234";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Contactor Sensor Fail";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
352;"BMS_2_Rack_Fault_1";"Cell Over Temp";"MODBUS";"A";"30011#1,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Cell Over Temp";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
353;"BMS_2_Rack_Fault_2";"Cell Under Voltage";"MODBUS";"A";"30011#2,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Cell Under Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
354;"BMS_2_Rack_Fault_3";"Cell Over Voltage";"MODBUS";"A";"30011#3,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Cell Over Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
355;"BMS_2_Rack_Fault_4";"Rack Under Voltage";"MODBUS";"A";"30011#7,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Rack Under Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
356;"BMS_2_Rack_Fault_5";"Rack Over Voltage";"MODBUS";"A";"30011#8,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Rack Over Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
357;"BMS_2_Rack_Fault_6";"Comm Fault Rack-Sys";"MODBUS";"A";"30011#9,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Comm Fault Rack-Sys";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
358;"BMS_3_Rack_Fault_1";"Cell Over Temp";"MODBUS";"A";"30011#1,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Cell Over Temp";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
359;"BMS_3_Rack_Fault_2";"Cell Under Voltage";"MODBUS";"A";"30011#2,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Cell Under Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
360;"BMS_3_Rack_Fault_3";"Cell Over Voltage";"MODBUS";"A";"30011#3,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Cell Over Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
361;"BMS_2_Rack_Fault_7";"Comm Fault Module-Rack";"MODBUS";"A";"30011#10,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Comm Fault Module-Rack";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
362;"BMS_2_Rack_Fault_8";"Over Current";"MODBUS";"A";"30011#11,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Over Current";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
363;"BMS_2_Rack_Fault_9";"Additional Protection";"MODBUS";"A";"30011#13,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Additional Protection";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
364;"BMS_2_Rack_Fault_10";"DC Contactor Fail";"MODBUS";"A";"30011#14,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Contactor Fail";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
365;"BMS_2_Rack_Fault_11";"DC Contactor Sensor Fail";"MODBUS";"A";"30011#15,1,10.0.33.235";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Contactor Sensor Fail";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;12;0
366;"BMS_3_Rack_Fault_10";"DC Contactor Fail";"MODBUS";"A";"30011#14,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Contactor Fail";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
367;"BMS_3_Rack_Fault_11";"DC Contactor Sensor Fail";"MODBUS";"A";"30011#15,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"DC Contactor Sensor Fail";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
368;"BMS_3_Rack_Fault_4";"Rack Under Voltage";"MODBUS";"A";"30011#7,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Rack Under Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
369;"BMS_3_Rack_Fault_5";"Rack Over Voltage";"MODBUS";"A";"30011#8,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Rack Over Voltage";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
370;"BMS_3_Rack_Fault_6";"Comm Fault Rack-Sys";"MODBUS";"A";"30011#9,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Comm Fault Rack-Sys";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
371;"BMS_3_Rack_Fault_7";"Comm Fault Module-Rack";"MODBUS";"A";"30011#10,1,10.0.33.236";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"Comm Fault Module-Rack";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"20/02/2020 18:24:35";0;24;0
